"SampleDate","SampleID","Region","SiteCode","TidalHeight","Transect","Blade","BladeArea.cm2","Scanned","year","location","site","file_name","blade_num","prevelance","severity","lesion_area","healthy_area","correct_num","severity_per"
"2019-07-02","BB.A.4.L.13","BB","A","L","4","13",30.05,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-17","AK.D.2.U.13","AK","D","U","2","13",30.03,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.2.U.8_13.jpg",13,1,61.5684472,1760.471129,1098.901178,TRUE,0.615684472
"2019-07-31","BB.E.1.U.2","BB","E","U","1","2",30,"Y",2019,"Bodega Bay","E Millerton/Disease Scans/","BB.E.1.U.1_7.jpg",2,0,0,0,580.5479747,TRUE,0
"2019-07-17","AK.D.2.U.11","AK","D","U","2","11",29.94,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.2.U.8_13.jpg",11,1,8.206833139,218.103634,2439.482189,TRUE,0.08206833139
"2019-07-16","AK.C.5.L.5","AK","C","L","5","5",29.925,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.5.L.5_9.jpg",5,1,3.598977265,113.8789141,3050.323183,TRUE,0.03598977265
"2019-07-31","BB.E.3.U.15","BB","E","U","3","15",29.75,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-15","AK.B.1.U.8","AK","B","U","1","8",29.655,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-31","BC.B.2.U.13","BC","B","U","2","13",29.54,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-15","AK.B.1.U.7","AK","B","U","1","7",29.535,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-02","BB.A.2.U.5","BB","A","U","2","5",29.52,"Y",2019,"Bodega Bay","A Westside Park/Disease Scans/","BB.A.2.U.1_5.jpg",5,1,20.27104975,140.0782821,550.9480034,TRUE,0.2027104975
"2019-07-31","BB.E.6.L.9","BB","E","L","6","9",29.47,"Y",2019,"Bodega Bay","E Millerton/Disease Scans/","BB.E.6.L.8_15.jpg",9,0,0,0,830.7185435,TRUE,0
"2019-07-19","AK.F.1.U.6","AK","F","U","1","6",29.385,"Y",2019,"Alaska","F Refugio/Disease Scans/","AK.F.1.U.6_10.jpg",6,0,0,0,2824.184861,TRUE,0
"2019-07-31","BB.E.2.U.13","BB","E","U","2","13",29.34,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-05","BB.C.4.L.13","BB","C","L","4","13",29.1,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.4.L.8_15.jpg",13,1,0.079692161,0.25136455,315.1680552,TRUE,0.00079692161
"2019-07-19","AK.F.1.U.2","AK","F","U","1","2",28.9,"Y",2019,"Alaska","F Refugio/Disease Scans/","AK.F.1.U.1_5.jpg",2,1,10.23515485,283.9342143,2490.173442,TRUE,0.1023515485
"2019-07-31","BC.B.4.L.10","BC","B","L","4","10",28.9,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-31","BB.E.6.L.8","BB","E","L","6","8",28.84,"Y",2019,"Bodega Bay","E Millerton/Disease Scans/","BB.E.6.L.8_15.jpg",8,0,0,0,964.4857799,TRUE,0
"2019-07-31","BB.E.5.L.11","BB","E","L","5","11",28.8,"Y",2019,"Bodega Bay","E Millerton/Disease Scans/","BB.E.5.L.8_15.jpg",11,0,0,0,605.4492244,TRUE,0
"2019-07-14","AK.A.5.L.9","AK","A","L","5","9",28.75,"Y",2019,"Alaska","A North Fish Egg/Disease Scans/","AK.A.5.L.7_9.jpg",9,1,3.181292959,95.05889112,2892.999497,TRUE,0.03181292959
"2019-07-14","AK.A.4.L.13","AK","A","L","4","13",28.55,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-17","AK.D.3.U.5","AK","D","U","3","5",28.16,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.3.U.1_5.jpg",5,1,30.83279208,714.2505745,1602.27844,TRUE,0.3083279208
"2019-07-14","AK.A.4.L.10","AK","A","L","4","10",28,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-15","AK.B.2.U.4","AK","B","U","2","4",27.9,"Y",2019,"Alaska","B Guktu/Disease Scans/","AK.B.2.U.1_6.jpg",4,1,0.968038924,22.01235277,2251.899598,TRUE,0.00968038924
"2019-07-16","AK.C.3.U.9","AK","C","U","3","9",27.9,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.3.U.5_9.jpg",9,1,1.718524629,52.06837116,2977.761419,TRUE,0.01718524629
"2019-07-31","BB.E.1.U.12","BB","E","U","1","12",27.86,"Y",2019,"Bodega Bay","E Millerton/Disease Scans/","BB.E.1.U.8_15.jpg",12,0,0,0,365.0262137,TRUE,0
"2019-07-15","AK.B.1.U.14","AK","B","U","1","14",27.8,"Y",2019,"Alaska","B Guktu/Disease Scans/","AK.B.1.U.14_15.jpg",14,0,0,0,2707.88387,TRUE,0
"2019-07-15","AK.B.3.U.9","AK","B","U","3","9",27.8,"Y",2019,"Alaska","B Guktu/Disease Scans/","AK.B.3.U.6_10.jpg",9,1,0.026559358,0.700229819,2635.770971,TRUE,0.00026559358
"2019-07-18","AK.E.4.L.10","AK","E","L","4","10",27.55,"Y",2019,"Alaska","E Shinaku/Disease Scans/","AK.E.4.L.9_15.jpg",10,1,49.58615365,1335.30056,1357.589414,TRUE,0.4958615365
"2019-07-17","AK.D.6.L.4","AK","D","L","6","4",27.44,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.6.L.1_5.jpg",4,1,0.19368204,5.31456478,2738.649095,TRUE,0.0019368204
"2019-07-05","BB.C.4.L.11","BB","C","L","4","11",27.3,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.4.L.8_15.jpg",11,1,1.163191723,6.661160586,566.0011491,TRUE,0.01163191723
"2019-07-14","AK.A.4.L.8","AK","A","L","4","8",27.28,"Y",2019,"Alaska","A North Fish Egg/Disease Scans/","AK.A.4.L.5_9.jpg",8,1,4.108780023,102.0540075,2381.749138,TRUE,0.04108780023
"2019-07-15","AK.B.3.U.6","AK","B","U","3","6",27.24,"Y",2019,"Alaska","B Guktu/Disease Scans/","AK.B.3.U.6_10.jpg",6,0,0,0,2513.356435,TRUE,0
"2019-07-17","AK.D.4.L.9","AK","D","L","4","9",27.05,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.4.L.7_11.jpg",9,1,19.85459885,592.3333812,2391.022695,TRUE,0.1985459885
"2019-07-02","BB.A.1.U.12","BB","A","U","1","12",27,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-15","AK.B.4.L.5","AK","B","L","4","5",27,"Y",2019,"Alaska","B Guktu/Disease Scans/","AK.B.4.L.1_7.jpg",5,0,0,0,2504.255243,TRUE,0
"2019-07-17","AK.D.5.L.12","AK","D","L","5","12",27,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.5.L.11_15.jpg",12,1,0.242279278,6.481614479,2668.784114,TRUE,0.00242279278
"2019-07-31","BB.E.1.U.14","BB","E","U","1","14",26.95,"Y",2019,"Bodega Bay","E Millerton/Disease Scans/","BB.E.1.U.8_15.jpg",14,0,0,0,701.5979604,TRUE,0
"2019-07-05","BB.C.4.L.12","BB","C","L","4","12",26.94,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.4.L.8_15.jpg",12,1,3.177851181,41.12862683,1253.098966,TRUE,0.03177851181
"2019-07-05","BB.C.5.L.2","BB","C","L","5","2",26.91,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.5.L.1_10.jpg",2,0,0,0,236.9057024,TRUE,0
"2019-07-31","BB.E.2.U.14","BB","E","U","2","14",26.88,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-15","AK.B.2.U.15","AK","B","U","2","15",26.85,"Y",2019,"Alaska","B Guktu/Disease Scans/","AK.B.2.U.13_15.jpg",15,1,1.762954863,46.89385234,2613.063775,TRUE,0.01762954863
"2019-07-16","AK.C.5.L.13","AK","C","L","5","13",26.76,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.5.L.10_13.jpg",13,0,0,0,2584.880422,TRUE,0
"2019-07-31","BC.B.2.U.6","BC","B","U","2","6",26.7,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-14","AK.A.4.L.14","AK","A","L","4","14",26.6,"Y",2019,"Alaska","A North Fish Egg/Disease Scans/","AK.A.4.L.14_15.jpg",14,1,23.48763492,511.1318587,1665.042373,TRUE,0.2348763492
"2019-07-15","AK.B.2.U.3","AK","B","U","2","3",26.45,"Y",2019,"Alaska","B Guktu/Disease Scans/","AK.B.2.U.1_6.jpg",3,1,0.474752944,12.26299914,2570.764507,TRUE,0.00474752944
"2019-07-31","BB.E.6.L.11","BB","E","L","6","11",26.32,"Y",2019,"Bodega Bay","E Millerton/Disease Scans/","BB.E.6.L.8_15.jpg",11,0,0,0,859.2591928,TRUE,0
"2019-07-16","AK.C.6.L.14","AK","C","L","6","14",26.25,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.6.L.11_15.jpg",14,0,0,0,2580.39177,TRUE,0
"2019-07-31","BB.E.2.U.11","BB","E","U","2","11",26.24,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-16","AK.C.1.U.14","AK","C","U","1","14",26.16,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.1.U.13_15.jpg",14,0,0,0,1989.959782,TRUE,0
"2019-07-02","BB.A.2.U.4","BB","A","U","2","4",26.04,"Y",2019,"Bodega Bay","A Westside Park/Disease Scans/","BB.A.2.U.1_5.jpg",4,1,7.866172426,60.54294743,709.1191468,TRUE,0.07866172426
"2019-08-02","BB.F.2.U.14","BB","F","U","2","14",25.9,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-17","AK.D.4.L.2","AK","D","L","4","2",25.74,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.4.L.1_6.jpg",2,1,5.834059878,130.9573398,2113.74605,TRUE,0.05834059878
"2019-07-15","AK.B.5.L.12","AK","B","L","5","12",25.56,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-16","AK.C.6.L.8","AK","C","L","6","8",25.55,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.6.L.6_10.jpg",8,0,0,0,1244.733913,TRUE,0
"2019-07-31","BB.E.1.U.11","BB","E","U","1","11",25.55,"Y",2019,"Bodega Bay","E Millerton/Disease Scans/","BB.E.1.U.8_15.jpg",11,0,0,0,393.9151824,TRUE,0
"2019-07-31","BC.B.3.U.8","BC","B","U","3","8",25.55,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-16","AK.C.3.U.13","AK","C","U","3","13",25.5,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-16","AK.C.3.U.7","AK","C","U","3","7",25.45,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.3.U.5_9.jpg",7,1,1.042625147,24.75940822,2349.958704,TRUE,0.01042625147
"2019-07-05","BB.C.5.L.7","BB","C","L","5","7",25.41,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.5.L.1_10.jpg",7,1,2.890087677,48.98017811,1645.784257,TRUE,0.02890087677
"2019-07-02","BB.A.1.U.1","BB","A","U","1","1",25.32,"Y",2019,"Bodega Bay","A Westside Park/Disease Scans/","BB.A.1.U.1_5.jpg",1,1,13.18542517,106.8335248,703.4059897,TRUE,0.1318542517
"2019-07-17","BB.D.1.U.13","BB","D","U","1","13",25.32,"Y",2019,"Bodega Bay","D Campbell Cove/Disease Scans/","BB.D.1.U.7_14.jpg",13,1,20.94024168,181.7006607,686.0097673,TRUE,0.2094024168
"2019-07-17","AK.D.2.U.3","AK","D","U","2","3",25.3,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.2.U.1_7.jpg",3,1,29.35883843,694.5382074,1671.148736,TRUE,0.2935883843
"2019-07-31","BB.E.1.U.4","BB","E","U","1","4",25.27,"Y",2019,"Bodega Bay","E Millerton/Disease Scans/","BB.E.1.U.1_7.jpg",4,0,0,0,421.4521689,TRUE,0
"2019-07-31","BB.E.1.U.1","BB","E","U","1","1",25.2,"Y",2019,"Bodega Bay","E Millerton/Disease Scans/","BB.E.1.U.1_7.jpg",1,0,0,0,474.4505889,TRUE,0
"2019-07-02","BB.A.2.U.7","BB","A","U","2","7",25.15,"Y",2019,"Bodega Bay","A Westside Park/Disease Scans/","BB.A.2.U.6_10.jpg",7,1,2.974670549,36.93802068,1204.813631,TRUE,0.02974670549
"2019-07-16","AK.C.5.L.1","AK","C","L","5","1",25.12,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.5.L.1_4.jpg",1,0,0,0,2212.210931,TRUE,0
"2019-07-17","AK.D.5.L.7","AK","D","L","5","7",25.05,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.5.L.6_10.jpg",7,0,0,0,2514.52528,TRUE,0
"2019-07-18","AK.E.4.L.15","AK","E","L","4","15",25,"Y",2019,"Alaska","E Shinaku/Disease Scans/","AK.E.4.L.9_15.jpg",15,1,46.31915561,983.5643493,1139.886168,TRUE,0.4631915561
"2019-07-03","BB.B.1.U.10","BB","B","U","1","10",24.92,"Y",2019,"Bodega Bay","B Mason's Marina/Disease Scans/","BB.B.1.U.8_14.jpg",10,0,0,0,1228.364694,TRUE,0
"2019-07-17","AK.D.3.U.8","AK","D","U","3","8",24.9,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.3.U.6_11.jpg",8,1,8.020114357,164.6276214,1888.056593,TRUE,0.08020114357
"2019-07-17","BB.D.1.U.8","BB","D","U","1","8",24.9,"Y",2019,"Bodega Bay","D Campbell Cove/Disease Scans/","BB.D.1.U.7_14.jpg",8,1,2.957729543,18.10722494,594.0929331,TRUE,0.02957729543
"2019-07-16","AK.C.1.U.5","AK","C","U","1","5",24.85,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.1.U.1_6.jpg",5,1,0.528107337,10.88049411,2049.400316,TRUE,0.00528107337
"2019-07-05","BB.C.1.U.14","BB","C","U","1","14",24.84,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-02","BB.A.2.U.9","BB","A","U","2","9",24.75,"Y",2019,"Bodega Bay","A Westside Park/Disease Scans/","BB.A.2.U.6_10.jpg",9,1,3.062826457,29.98419994,948.98736,TRUE,0.03062826457
"2019-07-16","AK.C.4.L.7","AK","C","L","4","7",24.75,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.4.L.6_10.jpg",7,0,0,0,1827.366418,TRUE,0
"2019-07-15","AK.B.1.U.2","AK","B","U","1","2",24.57,"Y",2019,"Alaska","B Guktu/Disease Scans/","AK.B.1.U.1_4.jpg",2,1,3.249590557,94.40534329,2810.740448,TRUE,0.03249590557
"2019-07-05","BB.C.5.L.10","BB","C","L","5","10",24.48,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.5.L.1_10.jpg",10,1,0.111914408,0.987503591,881.386455,TRUE,0.00111914408
"2019-07-17","AK.D.1.U.6","AK","D","U","1","6",24.3,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.1.U.1_7.jpg",6,1,31.70323777,626.2209135,1349.037633,TRUE,0.3170323777
"2019-07-05","BB.C.1.U.10","BB","C","U","1","10",24.24,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.1.U.1_10.jpg",10,1,1.037764124,4.973427176,474.2710428,TRUE,0.01037764124
"2019-07-02","BB.A.2.U.8","BB","A","U","2","8",24.18,"Y",2019,"Bodega Bay","A Westside Park/Disease Scans/","BB.A.2.U.6_10.jpg",8,1,6.729808009,110.5968113,1532.790506,TRUE,0.06729808009
"2019-08-02","BB.F.6.L.12","BB","F","L","6","12",24.12,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-17","AK.D.1.U.3","AK","D","U","1","3",24.115,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.1.U.1_7.jpg",3,1,11.87737712,214.5216892,1591.615197,TRUE,0.1187737712
"2019-07-02","BB.A.1.U.5","BB","A","U","1","5",24,"Y",2019,"Bodega Bay","A Westside Park/Disease Scans/","BB.A.1.U.1_5.jpg",5,1,11.3391802,32.73125539,255.9250215,TRUE,0.113391802
"2019-07-05","BB.C.1.U.12","BB","C","U","1","12",24,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-31","BC.B.4.L.13","BC","B","L","4","13",24,"Y",2019,"British Columbia","B Underhill/Disease Scans/","BC.B.4.L.12_13.jpg",13,1,14.35780359,174.4559753,1040.604352,TRUE,0.1435780359
"2019-07-15","AK.B.6.L.7","AK","B","L","6","7",23.92,"Y",2019,"Alaska","B Guktu/Disease Scans/","AK.B.6.L.5_7.jpg",7,0,0,0,2286.415542,TRUE,0
"2019-07-19","AK.F.4.L.6","AK","F","L","4","6",23.72,"Y",2019,"Alaska","F Refugio/Disease Scans/","AK.F.4.L.1_8.jpg",6,1,23.43715552,580.2463373,1895.507756,TRUE,0.2343715552
"2019-07-31","BB.E.1.U.5","BB","E","U","1","5",23.68,"Y",2019,"Bodega Bay","E Millerton/Disease Scans/","BB.E.1.U.1_7.jpg",5,0,0,0,734.5500575,TRUE,0
"2019-07-16","AK.C.1.U.6","AK","C","U","1","6",23.65,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.1.U.1_6.jpg",6,1,56.28712167,1336.034904,1037.571818,TRUE,0.5628712167
"2019-07-17","AK.D.6.L.11","AK","D","L","6","11",23.64,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.6.L.11.jpg",11,1,0.218824752,5.262496409,2399.62834,TRUE,0.00218824752
"2019-07-15","AK.B.5.L.2","AK","B","L","5","2",23.36,"Y",2019,"Alaska","B Guktu/Disease Scans/","AK.B.5.L.1_6.jpg",2,0,0,0,2471.951307,TRUE,0
"2019-07-05","BB.C.5.L.9","BB","C","L","5","9",23.22,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.5.L.1_10.jpg",9,0,0,0,980.3199512,TRUE,0
"2019-07-16","AK.C.6.L.7","AK","C","L","6","7",23.1,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.6.L.6_10.jpg",7,0,0,0,967.643996,TRUE,0
"2019-07-31","BB.E.5.L.12","BB","E","L","5","12",23.1,"Y",2019,"Bodega Bay","E Millerton/Disease Scans/","BB.E.5.L.8_15.jpg",12,0,0,0,528.9338552,TRUE,0
"2019-07-15","AK.B.4.L.1","AK","B","L","4","1",22.9,"Y",2019,"Alaska","B Guktu/Disease Scans/","AK.B.4.L.1_7.jpg",1,0,0,0,2094.46998,TRUE,0
"2019-07-16","AK.C.6.L.12","AK","C","L","6","12",22.76,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.6.L.11_15.jpg",12,0,0,0,2468.017452,TRUE,0
"2019-07-16","AK.C.1.U.7","AK","C","U","1","7",22.7,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.1.U.7_12.jpg",7,1,1.259747372,22.01235277,1725.350115,TRUE,0.01259747372
"2019-07-17","AK.D.2.U.10","AK","D","U","2","10",22.635,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.2.U.8_13.jpg",10,1,25.73449443,548.4756535,1582.810256,TRUE,0.2573449443
"2019-07-16","AK.C.1.U.13","AK","C","U","1","13",22.62,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.1.U.13_15.jpg",13,0,0,0,1787.410227,TRUE,0
"2019-07-05","BB.C.4.L.9","BB","C","L","4","9",22.5,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.4.L.8_15.jpg",9,1,5.53649386,94.24554726,1608.014938,TRUE,0.0553649386
"2019-07-05","BB.C.5.L.15","BB","C","L","5","15",22.5,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-15","AK.B.3.U.15","AK","B","U","3","15",22.5,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-05","BB.C.5.L.11","BB","C","L","5","11",22.425,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-31","BC.B.3.U.1","BC","B","U","3","1",22.4,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-17","AK.D.3.U.12","AK","D","U","3","12",22.385,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.3.U.12_15.jpg",12,1,12.70150929,265.358374,1823.829359,TRUE,0.1270150929
"2019-07-05","BB.C.5.L.4","BB","C","L","5","4",22.38,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.5.L.1_10.jpg",4,0,0,0,1062.180408,TRUE,0
"2019-07-05","BB.C.3.U.4","BB","C","U","3","4",22.32,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.3.U.1_8.jpg",4,0,0,0,1299.676817,TRUE,0
"2019-07-15","AK.B.1.U.6","AK","B","U","1","6",22.32,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-05","BB.C.6.L.9","BB","C","L","6","9",22.26,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.6.L.7_12.jpg",9,0,0,0,1243.015656,TRUE,0
"2019-07-16","AK.C.3.U.10","AK","C","U","3","10",22.25,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-18","AK.E.4.L.14","AK","E","L","4","14",22.165,"Y",2019,"Alaska","E Shinaku/Disease Scans/","AK.E.4.L.9_15.jpg",14,1,24.80190404,538.6634588,1633.199871,TRUE,0.2480190404
"2019-07-15","AK.B.4.L.13","AK","B","L","4","13",22.15,"Y",2019,"Alaska","B Guktu/Disease Scans/","AK.B.4.L.8_15.jpg",13,0,0,0,2050.125682,TRUE,0
"2019-07-15","AK.B.4.L.7","AK","B","L","4","7",22.1,"Y",2019,"Alaska","B Guktu/Disease Scans/","AK.B.4.L.1_7.jpg",7,1,2.055747357,40.64744326,1936.611247,TRUE,0.02055747357
"2019-07-15","AK.B.5.L.3","AK","B","L","5","3",22.08,"Y",2019,"Alaska","B Guktu/Disease Scans/","AK.B.5.L.1_6.jpg",3,0,0,0,2501.526142,TRUE,0
"2019-07-05","BB.C.3.U.1","BB","C","U","3","1",22.05,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.3.U.1_8.jpg",1,1,7.077889117,67.59551853,887.4281816,TRUE,0.07077889117
"2019-08-02","BB.F.2.U.13","BB","F","U","2","13",22.02,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-05","BB.C.3.U.14","BB","C","U","3","14",21.95,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-31","BB.E.1.U.15","BB","E","U","1","15",21.91,"Y",2019,"Bodega Bay","E Millerton/Disease Scans/","BB.E.1.U.8_15.jpg",15,0,0,0,393.3532031,TRUE,0
"2019-07-05","BB.C.3.U.3","BB","C","U","3","3",21.78,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.3.U.1_8.jpg",3,1,1.208832649,10.3598104,846.6496696,TRUE,0.01208832649
"2019-07-16","AK.C.3.U.2","AK","C","U","3","2",21.72,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.3.U.1_4.jpg",2,0,0,0,2219.791367,TRUE,0
"2019-07-02","BB.A.1.U.11","BB","A","U","1","11",21.7,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-17","BB.D.6.L.8","BB","D","L","6","8",21.7,"Y",2019,"Bodega Bay","D Campbell Cove/Disease Scans/","BB.D.6.L.6_10.jpg",8,0,0,0,1627.305372,TRUE,0
"2019-08-02","BB.F.2.U.5","BB","F","U","2","5",21.6,"Y",2019,"Bodega Bay","F Blake's Landing/Disease Scans/","BB.F.2.U.1_8.jpg",5,1,1.28328521,13.28641195,1022.057239,TRUE,0.0128328521
"2019-07-17","AK.D.4.L.4","AK","D","L","4","4",21.48,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.4.L.1_6.jpg",4,1,11.58912843,163.7819592,1249.455975,TRUE,0.1158912843
"2019-07-06","OR.B.4.L.3","OR","B","L","4","3",21.44,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-16","AK.C.2.U.5","AK","C","U","2","5",21.375,"Y",2019,"Alaska","C Nossuk/Disease Scans/","AK.C.2.U.1_5.jpg",5,1,5.561413448,125.6661161,2133.941396,TRUE,0.05561413448
"2019-08-02","BB.F.2.U.8","BB","F","U","2","8",21.36,"Y",2019,"Bodega Bay","F Blake's Landing/Disease Scans/","BB.F.2.U.8.jpg",8,1,0.491904039,4.51199368,912.7387963,TRUE,0.00491904039
"2019-07-05","BB.C.6.L.10","BB","C","L","6","10",21.3,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.6.L.7_12.jpg",10,1,0.99633409,15.51278368,1541.473355,TRUE,0.0099633409
"2019-07-31","BB.E.6.L.13","BB","E","L","6","13",21.3,"Y",2019,"Bodega Bay","E Millerton/Disease Scans/","BB.E.6.L.8_15.jpg",13,1,6.14442142,42.69785981,652.2066217,TRUE,0.0614442142
"2019-07-05","BB.C.1.U.2","BB","C","U","1","2",21.12,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.1.U.1_10.jpg",2,1,0.34465142,4.772335536,1379.912381,TRUE,0.0034465142
"2019-07-17","AK.D.6.L.6","AK","D","L","6","6",21.12,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.6.L.6_10.jpg",6,1,0.853723263,19.00316001,2206.912525,TRUE,0.00853723263
"2019-07-14","AK.A.4.L.5","AK","A","L","4","5",21.08,"Y",2019,"Alaska","A North Fish Egg/Disease Scans/","AK.A.4.L.5_9.jpg",5,1,49.04350556,757.3847314,786.9272479,TRUE,0.4904350556
"2019-07-17","AK.D.1.U.1","AK","D","U","1","1",21.065,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.1.U.1_7.jpg",1,1,2.794060889,45.6226659,1587.221704,TRUE,0.02794060889
"2019-07-14","AK.A.5.L.6","AK","A","L","5","6",21.04,"Y",2019,"Alaska","A North Fish Egg/Disease Scans/","AK.A.5.L.4_6.jpg",6,0,0,0,1637.180408,TRUE,0
"2019-07-02","BB.A.2.U.13","BB","A","U","2","13",21,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
"2019-07-05","BB.C.6.L.13","BB","C","L","6","13",21,"Y",2019,"Bodega Bay","C Nick's Cove/Disease Scans/","BB.C.6.L.13_15.jpg",13,0,0,0,165.7874892,TRUE,0
"2019-07-03","BB.B.1.U.12","BB","B","U","1","12",20.9,"Y",2019,"Bodega Bay","B Mason's Marina/Disease Scans/","BB.B.1.U.8_14.jpg",12,1,15.26734168,102.0378483,566.3027866,TRUE,0.1526734168
"2019-07-17","AK.D.6.L.10","AK","D","L","6","10",20.88,"Y",2019,"Alaska","D Natzuhini/Disease Scans/","AK.D.6.L.6_10.jpg",10,1,4.501303202,99.16331514,2103.827923,TRUE,0.04501303202
"2019-07-05","BB.C.3.U.13","BB","C","U","3","13",20.6,"N",NA,NA,NA,NA,NA,0,0,0,NA,NA,0
